"","date","state.abbr","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered","lastUpdateEt","dateModified","checkTimeEt","death","dateChecked","hash","state","Positive_Increase"
"102",2020-06-29,"SD",6716,72741,NA,70,657,NA,NA,NA,NA,5818,"6/28/2020 18:00","2020-06-28T18:00:00Z","06/28 14:00",91,"2020-06-28T18:00:00Z","f9630f954c3a82a043b4dd503e1cdc0a941c143d","South Dakota",48
"103",2020-06-29,"TN",42297,734909,NA,512,2599,NA,NA,NA,NA,26962,"6/29/2020 15:00","2020-06-29T15:00:00Z","06/29 11:00",592,"2020-06-29T15:00:00Z","bd449939027833adcdd215f4dcdafb944bbd923e","Tennessee",1212
"104",2020-06-29,"TX",153011,1666178,NA,5913,NA,NA,NA,NA,NA,81335,"6/29/2020 16:40","2020-06-29T16:40:00Z","06/29 12:40",2403,"2020-06-29T16:40:00Z","cde6fb9f1c131675aaa8005f3a0ddc2ffa2cf78c","Texas",6975
"105",2020-06-29,"UT",21664,312241,NA,254,1417,80,394,NA,170,12205,"6/29/2020 10:25","2020-06-29T10:25:00Z","06/29 06:25",168,"2020-06-29T10:25:00Z","f84c142e19f2bd60682bdae7f12ffca36a97a977","Utah",553
"106",2020-06-29,"VA",62189,574183,261,796,8823,225,NA,101,NA,8023,"6/28/2020 17:00","2020-06-28T17:00:00Z","06/28 13:00",1740,"2020-06-28T17:00:00Z","f35d71adc023e005b6a9f746140976c3c081c59d","Virginia",598
"107",2020-06-29,"VI",81,2746,31,NA,NA,NA,NA,NA,NA,71,"6/29/2020 06:12","2020-06-29T06:12:00Z","06/29 02:12",6,"2020-06-29T06:12:00Z","b3b60328dda71be380b29787705f599fe11994e1","U.S. Virgin Islands",3
"108",2020-06-29,"VT",1208,63785,NA,13,NA,NA,NA,NA,NA,949,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",56,"2020-06-28T00:00:00Z","7b0c2040d9e0f0b0364965b29ae1c4ab570fbd63","Vermont",0
"109",2020-06-29,"WA",31752,502691,NA,270,4275,NA,NA,52,NA,NA,"6/28/2020 02:59","2020-06-28T02:59:00Z","06/27 22:59",1310,"2020-06-28T02:59:00Z","6e010a3b2403419411c489bf2737c570a9e75879","Washington",501
"110",2020-06-29,"WI",31033,527359,158,237,3407,90,747,NA,NA,22217,"6/29/2020 16:00","2020-06-29T16:00:00Z","06/29 12:00",784,"2020-06-29T16:00:00Z","16c6d0a1d2d4f39d8b54cd4075fbfd49f725432f","Wisconsin",629
"111",2020-06-29,"WV",2870,166785,NA,28,NA,5,NA,3,NA,2196,"6/29/2020 17:00","2020-06-29T17:00:00Z","06/29 13:00",93,"2020-06-29T17:00:00Z","c8fc804339817a337682bd81d06348265455172b","West Virginia",35
"112",2020-06-29,"WY",1450,30406,NA,7,112,NA,NA,NA,NA,1070,"6/29/2020 16:57","2020-06-29T16:57:00Z","06/29 12:57",20,"2020-06-29T16:57:00Z","a00765d2ac69bda9bae3f6e2eb307cb97a97221d","Wyoming",37
"113",2020-06-28,"AK",883,107417,NA,12,NA,NA,NA,1,NA,521,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",14,"2020-06-28T00:00:00Z","61f0e987f53033504c83b57eba92ca6b8301f82f","Alaska",21
"114",2020-06-28,"AL",35441,350839,NA,655,2703,NA,790,NA,454,18866,"6/28/2020 11:00","2020-06-28T11:00:00Z","06/28 07:00",919,"2020-06-28T11:00:00Z","e77ed44903fbc89d23369bddb764747fb22c1846","Alabama",1734
"115",2020-06-28,"AR",19310,271912,NA,278,1373,NA,NA,63,210,13270,"6/27/2020 19:00","2020-06-27T19:00:00Z","06/27 15:00",259,"2020-06-27T19:00:00Z","cf7dc4fed80d9e5f146805466ac46a86be03500e","Arkansas",947
"116",2020-06-28,"AS",0,696,NA,NA,NA,NA,NA,NA,NA,NA,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",0,"2020-06-27T00:00:00Z","bc0c828812911b6e21564bbad527eb4166b21808","American Samoa",0
"117",2020-06-28,"AZ",73908,435988,NA,2691,4617,666,NA,475,NA,8926,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",1588,"2020-06-28T00:00:00Z","73307373c5264afa2c0253610ab1260dbbdbec76","Arizona",625
"118",2020-06-28,"CA",211243,3744709,NA,5956,NA,1602,NA,NA,NA,NA,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",5905,"2020-06-28T00:00:00Z","d3709075324bad4c8764a85d09e1dd1516604e10","California",5307
"119",2020-06-28,"CO",32022,281689,NA,235,5399,NA,NA,NA,NA,4442,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",1674,"2020-06-27T00:00:00Z","3f8c3a642bb6f6f2f9d485d759522aa5c338061f","Colorado",285
"120",2020-06-28,"CT",46303,392320,NA,103,10268,NA,NA,NA,NA,8053,"6/27/2020 20:30","2020-06-27T20:30:00Z","06/27 16:30",4316,"2020-06-27T20:30:00Z","c6a3d823f8097ac511285972b5194a986bf8ce1b","Connecticut",59
"121",2020-06-28,"DC",10248,82884,NA,126,NA,34,NA,27,NA,1199,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",550,"2020-06-27T00:00:00Z","2f231cd8aeedb6096eb4cba36a7c56add4a642c9","District of Columbia",44
"122",2020-06-28,"DE",11226,95120,NA,78,NA,14,NA,NA,NA,6665,"6/27/2020 18:00","2020-06-27T18:00:00Z","06/27 14:00",507,"2020-06-27T18:00:00Z","2c2693cfe6c720b5eb39b32f9a41465b2dbd494e","Delaware",150
"123",2020-06-28,"FL",141075,1740822,1726,NA,14540,NA,NA,NA,NA,NA,"6/27/2020 23:59","2020-06-27T23:59:00Z","06/27 19:59",3518,"2020-06-27T23:59:00Z","335c2917b148a1e49de052e3fa791ce280b16208","Florida",5266
"124",2020-06-28,"GA",77210,729728,NA,1236,10711,NA,2268,NA,NA,NA,"6/28/2020 14:50","2020-06-28T14:50:00Z","06/28 10:50",2778,"2020-06-28T14:50:00Z","bd3bd18064253f6bc3050c0264a440764556645b","Georgia",2207
"125",2020-06-28,"GU",248,12130,NA,1,NA,NA,NA,NA,NA,179,"6/28/2020 03:30","2020-06-28T03:30:00Z","06/27 23:30",5,"2020-06-28T03:30:00Z","5ebc8a66b60d3af1a6637b1e712b7e79cebd41b6","Guam",7
"126",2020-06-28,"HI",872,74606,NA,NA,110,NA,NA,NA,NA,714,"6/27/2020 18:00","2020-06-27T18:00:00Z","06/27 14:00",18,"2020-06-27T18:00:00Z","f76b47430dec82a96d21b7088baa425d7d52ade1","Hawaii",27
"127",2020-06-28,"IA",28489,267426,NA,118,NA,36,NA,18,NA,17620,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",705,"2020-06-28T00:00:00Z","9db72d6039018287e301f00128758a8e3a766eed","Iowa",293
"128",2020-06-28,"ID",5319,81026,NA,NA,312,NA,111,NA,NA,3898,"6/27/2020 19:00","2020-06-27T19:00:00Z","06/27 15:00",91,"2020-06-27T19:00:00Z","f79beeafacaae08af7ac0115053b730bd763070d","Idaho",0
"129",2020-06-28,"IL",142776,1403255,NA,1464,NA,373,NA,193,NA,NA,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",7089,"2020-06-28T00:00:00Z","2dfa353b5622415c670240d62502a9c6c9503bba","Illinois",738
"130",2020-06-28,"IN",44930,425605,NA,617,7003,266,1468,86,NA,33935,"6/27/2020 23:59","2020-06-27T23:59:00Z","06/27 19:59",2619,"2020-06-27T23:59:00Z","97303a6430e04c9e8b5e5008bf4c328cb9ecb302","Indiana",298
"131",2020-06-28,"KS",13538,154321,NA,NA,1128,NA,356,NA,152,779,"6/26/2020 10:00","2020-06-26T10:00:00Z","06/26 06:00",264,"2020-06-26T10:00:00Z","701cba9c370c788c36cb5d93b8ecda59eff84f82","Kansas",905
"132",2020-06-28,"KY",15232,343259,NA,386,2590,68,996,NA,NA,3730,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",558,"2020-06-28T00:00:00Z","1d440f5bd9656d6698fee8bd5ecf2a6874964b44","Kentucky",115
"133",2020-06-28,"LA",56236,639875,NA,715,NA,NA,NA,76,NA,39792,"6/28/2020 13:00","2020-06-28T13:00:00Z","06/28 09:00",3199,"2020-06-28T13:00:00Z","0b7dabe3364d6921f8784785f823fbf6e6ef303b","Louisiana",845
"134",2020-06-28,"MA",108667,727127,NA,748,11319,134,NA,81,NA,NA,"6/28/2020 10:00","2020-06-28T10:00:00Z","06/28 06:00",8060,"2020-06-28T10:00:00Z","eea38de268ed8907e100a0fb2c52cb2b293ad39d","Massachusetts",101
"135",2020-06-28,"MD",66777,452696,NA,446,10793,158,NA,NA,NA,4976,"6/28/2020 10:00","2020-06-28T10:00:00Z","06/28 06:00",3168,"2020-06-28T10:00:00Z","76cc39c5bfa05fe7285583bcdc3233ebf59232d4","Maryland",477
"136",2020-06-28,"ME",3191,90304,NA,31,346,10,NA,4,NA,2577,"6/27/2020 23:59","2020-06-27T23:59:00Z","06/27 19:59",104,"2020-06-27T23:59:00Z","ed7de3b453b875656c2f6f5c2af67f3371fd9705","Maine",28
"137",2020-06-28,"MI",69946,946733,NA,557,NA,193,NA,106,NA,51099,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",6158,"2020-06-28T00:00:00Z","fa0a2b1ec7a8f600297fed942ae9a09d117a48a2","Michigan",277
"138",2020-06-28,"MN",35549,549868,NA,288,4010,143,1241,NA,NA,30809,"6/27/2020 17:00","2020-06-27T17:00:00Z","06/27 13:00",1460,"2020-06-27T17:00:00Z","9d75b722ac4d8b6d9723e11c46a54a8f15f12936","Minnesota",312
"139",2020-06-28,"MO",20575,340598,NA,412,NA,NA,NA,NA,NA,NA,"6/28/2020 15:00","2020-06-28T15:00:00Z","06/28 11:00",997,"2020-06-28T15:00:00Z","6ed95a753fb0e75881f049ded7ff26e93f96d49c","Missouri",468
"140",2020-06-28,"MP",30,8187,NA,NA,NA,NA,NA,NA,NA,19,"6/26/2020 00:22","2020-06-26T00:22:00Z","06/25 20:22",2,"2020-06-26T00:22:00Z","54f937373b85ec2644fe29ac61b8260acec6f8d3","Northern Mariana Islands",0
"141",2020-06-28,"MS",25892,254296,NA,676,3102,149,NA,88,NA,17242,"6/27/2020 19:00","2020-06-27T19:00:00Z","06/27 15:00",1039,"2020-06-27T19:00:00Z","e83a258e2ce305a3d8803963457d4bba8b21b030","Mississippi",675
"142",2020-06-28,"MT",863,81611,NA,11,97,NA,NA,NA,NA,604,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",22,"2020-06-28T00:00:00Z","b3785d556d1a45568d6455e37b24804fc4e6eebc","Montana",56
"143",2020-06-28,"NC",62142,809763,NA,890,NA,NA,NA,NA,NA,36921,"6/28/2020 12:00","2020-06-28T12:00:00Z","06/28 08:00",1322,"2020-06-28T12:00:00Z","4a1be7950480cbad7a6ea82ce681df3aa3f05cf8","North Carolina",1342
"144",2020-06-28,"ND",3495,100430,NA,24,226,NA,NA,NA,NA,3139,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",88,"2020-06-28T00:00:00Z","e1e8175c9c64c78790b6779c1704a8ce814e2b34","North Dakota",44
"145",2020-06-28,"NE",18775,154023,NA,123,1315,NA,NA,NA,NA,13053,"6/27/2020 19:55","2020-06-27T19:55:00Z","06/27 15:55",267,"2020-06-27T19:55:00Z","16c3fa72d89d3fd48f8bc80965267ed290ccd981","Nebraska",124
"146",2020-06-28,"NH",5717,110392,NA,35,562,NA,162,NA,NA,4401,"6/27/2020 09:00","2020-06-27T09:00:00Z","06/27 05:00",367,"2020-06-27T09:00:00Z","633b1b9230dec4dddc1a9411f1a22ad2e68fa476","New Hampshire",43
"147",2020-06-28,"NJ",171182,1216651,NA,1014,19841,223,NA,187,NA,30092,"6/28/2020 13:00","2020-06-28T13:00:00Z","06/28 09:00",14975,"2020-06-28T13:00:00Z","3f67d9c9362acd194f47dc2b1ea965034acf4fbe","New Jersey",90
"148",2020-06-28,"NM",11619,311340,NA,122,1851,NA,NA,NA,NA,5251,"6/27/2020 18:41","2020-06-27T18:41:00Z","06/27 14:41",491,"2020-06-27T18:41:00Z","9e5ed162c24a3b702f46df2c771524d4a95802f1","New Mexico",190
"149",2020-06-28,"NV",17160,250420,NA,511,NA,122,NA,59,NA,684,"6/28/2020 11:30","2020-06-28T11:30:00Z","06/28 07:30",500,"2020-06-28T11:30:00Z","88a40fa4f68567d891369a638ccefe1e82995bc0","Nevada",734
"150",2020-06-28,"NY",392539,3423946,NA,869,89995,229,NA,167,NA,70010,"6/27/2020 23:59","2020-06-27T23:59:00Z","06/27 19:59",24835,"2020-06-27T23:59:00Z","57879a8d0e9177478993f85027f0bf8ab08088f3","New York",391
"151",2020-06-28,"OH",50309,706456,NA,661,7681,182,1946,101,NA,NA,"6/28/2020 14:00","2020-06-28T14:00:00Z","06/28 10:00",2807,"2020-06-28T14:00:00Z","e68a774102044f9012722cc94b97fbfbe3252bbc","Ohio",737
"152",2020-06-28,"OK",12994,313021,NA,329,1456,134,NA,NA,NA,9397,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",385,"2020-06-28T00:00:00Z","aea12483ea9c5bad1f40f94d098eaf91a2650745","Oklahoma",178
"153",2020-06-28,"OR",8341,209050,NA,149,1022,53,NA,35,NA,2649,"6/28/2020 03:01","2020-06-28T03:01:00Z","06/27 23:01",202,"2020-06-28T03:01:00Z","b015106df1ec08b8529d27985c9cc92ee5adb69a","Oregon",144
"154",2020-06-28,"PA",85496,657486,NA,648,NA,NA,NA,121,NA,66686,"6/28/2020 12:00","2020-06-28T12:00:00Z","06/28 08:00",6579,"2020-06-28T12:00:00Z","7f77915c6a7d88a60618f2562283434f12d62101","Pennsylvania",492
"155",2020-06-28,"PR",7189,NA,NA,99,NA,8,NA,5,NA,NA,"6/28/2020 06:30","2020-06-28T06:30:00Z","06/28 02:30",153,"2020-06-28T06:30:00Z","695b521050fc385d062b36af17b168b18d3dc4c1","Puerto Rico",61
"156",2020-06-28,"RI",16661,213847,NA,91,1984,16,NA,15,NA,1600,"6/26/2020 12:00","2020-06-26T12:00:00Z","06/26 08:00",927,"2020-06-26T12:00:00Z","14247119059efd15d03f9a398e69038410b09c11","Rhode Island",103
"157",2020-06-28,"SC",33320,326482,NA,954,2622,NA,NA,NA,NA,13456,"6/27/2020 23:59","2020-06-27T23:59:00Z","06/27 19:59",716,"2020-06-27T23:59:00Z","b9d83ebbd87db892f6efba1949b460d8fa225e9b","South Carolina",1324
"158",2020-06-28,"SD",6681,72212,NA,75,652,NA,NA,NA,NA,5752,"6/27/2020 18:00","2020-06-27T18:00:00Z","06/27 14:00",91,"2020-06-27T18:00:00Z","0de0a3b3a8bd1224e8007dbaf8db49db31f1b533","South Dakota",35
"159",2020-06-28,"TN",40172,708381,NA,484,2564,NA,NA,NA,NA,26159,"6/27/2020 15:00","2020-06-27T15:00:00Z","06/27 11:00",584,"2020-06-27T15:00:00Z","8a1a856a007a0e7ea42d4503cfa0728376a0760a","Tennessee",2125
"160",2020-06-28,"TX",148728,1626491,NA,5497,NA,NA,NA,NA,NA,79974,"6/28/2020 16:40","2020-06-28T16:40:00Z","06/28 12:40",2393,"2020-06-28T16:40:00Z","b6789b487c35420518d30f8941d3bf91d724e2c7","Texas",4283
"161",2020-06-28,"UT",21100,307349,NA,289,1396,83,389,NA,167,11931,"6/28/2020 11:06","2020-06-28T11:06:00Z","06/28 07:06",167,"2020-06-28T11:06:00Z","5de1adaa2ba10307248c89ed149fa945593f1dce","Utah",564
"162",2020-06-28,"VA",61736,566592,295,818,8823,235,NA,107,NA,8005,"6/27/2020 17:00","2020-06-27T17:00:00Z","06/27 13:00",1732,"2020-06-27T17:00:00Z","aa2a1b58796a039d4a28da20ae20c401cf8fc38a","Virginia",453
"163",2020-06-28,"VI",81,2746,31,NA,NA,NA,NA,NA,NA,71,"6/26/2020 18:49","2020-06-26T18:49:00Z","06/26 14:49",6,"2020-06-26T18:49:00Z","b3ab79660286e13e622da3555832409cd05a55a7","U.S. Virgin Islands",0
"164",2020-06-28,"VT",1202,62663,NA,15,NA,NA,NA,NA,NA,946,"6/28/2020 00:00","2020-06-28T00:00:00Z","06/27 20:00",56,"2020-06-28T00:00:00Z","a08d9d1fc37b29f22b3600e88cffd6f839809899","Vermont",6
"165",2020-06-28,"WA",31404,494398,NA,304,4240,NA,NA,58,NA,NA,"6/27/2020 02:59","2020-06-27T02:59:00Z","06/26 22:59",1310,"2020-06-27T02:59:00Z","865a0a621846dacfe3ca127e4e5a631e48150d17","Washington",348
"166",2020-06-28,"WI",30707,521747,146,239,3393,89,746,NA,NA,21953,"6/28/2020 16:00","2020-06-28T16:00:00Z","06/28 12:00",777,"2020-06-28T16:00:00Z","f4f9ab14d561ebfaec16fddfdb155cde666aab1c","Wisconsin",326
"167",2020-06-28,"WV",2817,163691,NA,32,NA,10,NA,4,NA,2062,"6/28/2020 10:00","2020-06-28T10:00:00Z","06/28 06:00",93,"2020-06-28T10:00:00Z","43e75172d511d332b24afc0cb3bff5dd4ea4e743","West Virginia",53
"168",2020-06-28,"WY",1417,30406,NA,5,112,NA,NA,NA,NA,1057,"6/28/2020 13:01","2020-06-28T13:01:00Z","06/28 09:01",20,"2020-06-28T13:01:00Z","17171c1cdc70a41dfd9d7808f03d90ec9be5e314","Wyoming",33
"169",2020-06-27,"AK",854,104727,NA,11,NA,NA,NA,1,NA,521,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",14,"2020-06-27T00:00:00Z","eac2c91113c5343623d7f117d62cf3e5843016d3","Alaska",29
"170",2020-06-27,"AL",35083,348943,NA,655,2697,NA,789,NA,453,18866,"6/27/2020 11:00","2020-06-27T11:00:00Z","06/27 07:00",919,"2020-06-27T11:00:00Z","f3ec59f215f1b0ea932724a62d7bc69a33b39aa3","Alabama",358
"171",2020-06-27,"AR",18740,265225,NA,284,1337,NA,NA,63,206,12784,"6/26/2020 14:40","2020-06-26T14:40:00Z","06/26 10:40",249,"2020-06-26T14:40:00Z","cfd915be121e741463506ac9374bc936cd30ca83","Arkansas",570
"172",2020-06-27,"AS",0,696,NA,NA,NA,NA,NA,NA,NA,NA,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",0,"2020-06-27T00:00:00Z","b28a609118feac3fe721ad8902e2861cb267ee88","American Samoa",0
"173",2020-06-27,"AZ",70051,424696,NA,2577,4595,657,NA,433,NA,8659,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",1579,"2020-06-27T00:00:00Z","9a97a961420ec7b0aa5bab989edf40b30e9859eb","Arizona",3857
"174",2020-06-27,"CA",206433,3655877,NA,5790,NA,1562,NA,NA,NA,NA,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",5872,"2020-06-27T00:00:00Z","61f1e99325e93f437aedc5474d14831bdfe351e9","California",4810
"175",2020-06-27,"CO",31796,275787,NA,226,5392,NA,NA,NA,NA,4430,"6/26/2020 00:00","2020-06-26T00:00:00Z","06/25 20:00",1673,"2020-06-26T00:00:00Z","fed0515cbd2f0b7aa3eda8898dba3f11238a0225","Colorado",226
"176",2020-06-27,"CT",46206,383342,NA,106,10268,NA,NA,NA,NA,8053,"6/26/2020 20:30","2020-06-26T20:30:00Z","06/26 16:30",4311,"2020-06-26T20:30:00Z","e110d13f84da9552ba28599ba57a6f663b17f480","Connecticut",97
"177",2020-06-27,"DC",10216,79055,NA,136,NA,43,NA,26,NA,1194,"6/26/2020 00:00","2020-06-26T00:00:00Z","06/25 20:00",548,"2020-06-26T00:00:00Z","ad9cafdc752f187b929c3c8fdf3d182d2dac0b13","District of Columbia",32
"178",2020-06-27,"DE",11091,93171,NA,83,NA,15,NA,NA,NA,6665,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",507,"2020-06-27T00:00:00Z","9a44f88604ec116eab43aa14591e798c6a9461ae","Delaware",135
"179",2020-06-27,"FL",132545,1696980,1731,NA,14432,NA,NA,NA,NA,NA,"6/26/2020 23:59","2020-06-26T23:59:00Z","06/26 19:59",3489,"2020-06-26T23:59:00Z","00b532265ca5922ac5574581096d7dca2e262756","Florida",8530
"180",2020-06-27,"GA",74985,714828,NA,1178,10689,NA,2261,NA,NA,NA,"6/27/2020 14:50","2020-06-27T14:50:00Z","06/27 10:50",2776,"2020-06-27T14:50:00Z","31053d4ba7eac6f25aa9dee3f263e8d942a2725d","Georgia",2225
"181",2020-06-27,"GU",248,11903,NA,1,NA,NA,NA,NA,NA,179,"6/27/2020 05:45","2020-06-27T05:45:00Z","06/27 01:45",5,"2020-06-27T05:45:00Z","29b064d2e72b3bd458074ef8acff747e071cc500","Guam",0
"182",2020-06-27,"HI",866,73435,NA,NA,109,NA,NA,NA,NA,705,"6/26/2020 18:00","2020-06-26T18:00:00Z","06/26 14:00",17,"2020-06-26T18:00:00Z","86d99008bff68dc2f903714b608cf233b899b3c4","Hawaii",6
"183",2020-06-27,"IA",28012,261740,NA,131,NA,40,NA,22,NA,17467,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",704,"2020-06-27T00:00:00Z","9e50c6a9660f2913a03278b02f56af183363f898","Iowa",477
"184",2020-06-27,"ID",5148,78908,NA,NA,309,NA,108,NA,NA,3827,"6/26/2020 19:00","2020-06-26T19:00:00Z","06/26 15:00",90,"2020-06-26T19:00:00Z","70c82745d4901b7ca1f766bc50ac1c4b2bbcf1a2","Idaho",171
"185",2020-06-27,"IL",142130,1380112,NA,1516,NA,400,NA,225,NA,NA,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",7074,"2020-06-27T00:00:00Z","85a572c14be495a56242679aa944e889a7a8dd67","Illinois",646
"186",2020-06-27,"IN",44575,418442,NA,595,6982,257,1461,82,NA,33725,"6/26/2020 23:59","2020-06-26T23:59:00Z","06/26 19:59",2616,"2020-06-26T23:59:00Z","86b23332986b49bd04cb43945e06fbc7de5ff025","Indiana",355
"187",2020-06-27,"KS",13538,154321,NA,NA,1128,NA,356,NA,152,779,"6/26/2020 10:00","2020-06-26T10:00:00Z","06/26 06:00",264,"2020-06-26T10:00:00Z","3a9b33b2880e4d3b697bdfb279ea16b9c43354c0","Kansas",0
"188",2020-06-27,"KY",14859,335895,NA,387,2589,74,996,NA,NA,3730,"6/26/2020 00:00","2020-06-26T00:00:00Z","06/25 20:00",553,"2020-06-26T00:00:00Z","73fd74219051f3b6b62cdd16876cc7e373b1fa5d","Kentucky",373
"189",2020-06-27,"LA",54769,623237,NA,700,NA,NA,NA,73,NA,39792,"6/26/2020 13:00","2020-06-26T13:00:00Z","06/26 09:00",3190,"2020-06-26T13:00:00Z","efaac57a7e71a1fd62fe48643189accc96d19a82","Louisiana",1467
"190",2020-06-27,"MA",108443,717899,NA,769,11310,143,NA,90,NA,NA,"6/27/2020 10:00","2020-06-27T10:00:00Z","06/27 06:00",8041,"2020-06-27T10:00:00Z","94c71a4330189cfd50eca5fde73edca4b47a26c5","Massachusetts",224
"191",2020-06-27,"MD",66450,447366,NA,478,10751,181,NA,NA,NA,4935,"6/27/2020 10:00","2020-06-27T10:00:00Z","06/27 06:00",3157,"2020-06-27T10:00:00Z","efa3aea7136a4f887138f715b7ea85720085569c","Maryland",327
"192",2020-06-27,"ME",3154,88778,NA,24,345,7,NA,5,NA,2566,"6/26/2020 23:59","2020-06-26T23:59:00Z","06/26 19:59",104,"2020-06-26T23:59:00Z","68ddf568f4f42d151864a992e8621a95cf7e4f5c","Maine",37
"193",2020-06-27,"MI",69679,931142,NA,557,NA,193,NA,106,NA,51099,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",6153,"2020-06-27T00:00:00Z","3a4cdb53797a8ba1e2d14e04d721c87c5df056fc","Michigan",267
"194",2020-06-27,"MN",35033,533874,NA,300,3986,155,1233,NA,NA,30401,"6/26/2020 17:00","2020-06-26T17:00:00Z","06/26 13:00",1452,"2020-06-26T17:00:00Z","240af9ecb4018ebfe2a01cd799fc0c9bd5ed6e05","Minnesota",516
"195",2020-06-27,"MO",20261,335029,NA,680,NA,NA,NA,66,NA,NA,"6/27/2020 15:00","2020-06-27T15:00:00Z","06/27 11:00",996,"2020-06-27T15:00:00Z","65337c4248ead7420579ed42aed551dae99ebc18","Missouri",314
"196",2020-06-27,"MP",30,8187,NA,NA,NA,NA,NA,NA,NA,19,"6/26/2020 00:22","2020-06-26T00:22:00Z","06/25 20:22",2,"2020-06-26T00:22:00Z","621889aaff3f44571530a0401ee7c6b87894dc73","Northern Mariana Islands",0
"197",2020-06-27,"MS",25531,251790,NA,731,3078,169,NA,90,NA,17242,"6/26/2020 19:00","2020-06-26T19:00:00Z","06/26 15:00",1035,"2020-06-26T19:00:00Z","67e9a669d4dde83f6de2cbc185d150aba4e50c60","Mississippi",361
"198",2020-06-27,"MT",852,80395,NA,9,95,NA,NA,NA,NA,604,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",22,"2020-06-27T00:00:00Z","9c3778be5178b4589d242b259186a8b4f6568ecb","Montana",11
"199",2020-06-27,"NC",60537,794594,NA,888,NA,NA,NA,NA,NA,36921,"6/27/2020 12:00","2020-06-27T12:00:00Z","06/27 08:00",1312,"2020-06-27T12:00:00Z","3fef9044de2e66851ccae0de0f1ad03ae272dfc8","North Carolina",1605
"200",2020-06-27,"ND",3458,99061,NA,23,225,NA,NA,NA,NA,3119,"6/27/2020 00:00","2020-06-27T00:00:00Z","06/26 20:00",87,"2020-06-27T00:00:00Z","e326cf8de52dff737b0eaadc660b3eaa379f9c6a","North Dakota",37
"201",2020-06-27,"NE",18524,150074,NA,125,1312,NA,NA,NA,NA,12698,"6/26/2020 20:05","2020-06-26T20:05:00Z","06/26 16:05",266,"2020-06-26T20:05:00Z","7bf4df9822ed8909c75d160c56ef5111e8a5897c","Nebraska",251
"202",2020-06-27,"NH",5671,109097,NA,32,561,NA,161,NA,NA,4381,"6/26/2020 09:00","2020-06-26T09:00:00Z","06/26 05:00",365,"2020-06-26T09:00:00Z","cb9194d396dbaaaa5db0f668eee5a59808c53538","New Hampshire",46
"203",2020-06-27,"NJ",170873,1196377,NA,1103,19823,236,NA,200,NA,29967,"6/27/2020 13:00","2020-06-27T13:00:00Z","06/27 09:00",14948,"2020-06-27T13:00:00Z","6c3f4c85a1ec3e2da22945b2f4ac077b7ac3440f","New Jersey",309
"204",2020-06-27,"NM",11408,309230,NA,128,1828,NA,NA,NA,NA,5149,"6/26/2020 17:50","2020-06-26T17:50:00Z","06/26 13:50",489,"2020-06-26T17:50:00Z","76d67662a00f50db9b0a7c975a63121d175d50f9","New Mexico",211
"205",2020-06-27,"NV",16339,246687,NA,503,NA,117,NA,66,NA,684,"6/27/2020 12:00","2020-06-27T12:00:00Z","06/27 08:00",500,"2020-06-27T12:00:00Z","549e71a4c185e5b64e9d10634687c1967f845439","Nevada",821
"206",2020-06-27,"NY",391923,3362656,NA,908,89995,230,NA,167,NA,70010,"6/26/2020 23:59","2020-06-26T23:59:00Z","06/26 19:59",24830,"2020-06-26T23:59:00Z","a54af744f9a98c728b5625b45f9f06e811052c74","New York",616
"207",2020-06-27,"OH",49455,695384,NA,561,7624,190,1916,106,NA,NA,"6/27/2020 14:00","2020-06-27T14:00:00Z","06/27 10:00",2804,"2020-06-27T14:00:00Z","1bf9a8a1fdf4715c1e4bbf1feae9496c6b475bed","Ohio",854
