"","date","state.abbr","positive","negative","pending","hospitalizedCurrently","hospitalizedCumulative","inIcuCurrently","inIcuCumulative","onVentilatorCurrently","onVentilatorCumulative","recovered","lastUpdateEt","dateModified","checkTimeEt","death","dateChecked","hash","state","Positive_Increase"
"3699",2020-04-25,"AR",2829,35224,NA,104,291,NA,NA,25,57,964,"4/25/2020 10:47","2020-04-25T10:47:00Z","04/25 06:47",47,"2020-04-25T10:47:00Z","944234ca446fade6517dfefae1024ddfe3fe5c3c","Arkansas",112
"3700",2020-04-25,"AS",0,3,17,NA,NA,NA,NA,NA,NA,NA,"4/19/2020 00:00","2020-04-19T00:00:00Z","04/18 20:00",0,"2020-04-19T00:00:00Z","9051fe6bd471f01b05cc7741166d88002222e916","American Samoa",0
"3701",2020-04-25,"AZ",6280,56228,NA,697,1672,313,NA,191,NA,1345,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",266,"2020-04-25T00:00:00Z","bf2c8a6201d810b596e66867e929b78bfd79ab04","Arizona",246
"3702",2020-04-25,"CA",41137,464898,NA,4847,NA,1458,NA,NA,NA,NA,"4/23/2020 00:00","2020-04-23T00:00:00Z","04/22 20:00",1651,"2020-04-23T00:00:00Z","3249f1c98cf4dfc4351880931efcc021327317a0","California",1027
"3703",2020-04-25,"CO",12256,44533,NA,1084,2366,NA,NA,NA,NA,2086,"4/23/2020 00:00","2020-04-23T00:00:00Z","04/22 20:00",674,"2020-04-23T00:00:00Z","58479182348a4da510e5cda9a6ec7fcfc9913359","Colorado",712
"3704",2020-04-25,"CT",24582,53020,NA,1810,NA,NA,NA,NA,NA,NA,"4/25/2020 16:00","2020-04-25T16:00:00Z","04/25 12:00",1862,"2020-04-25T16:00:00Z","fe0a690e07044cb155444e2d67e110472f68234d","Connecticut",687
"3705",2020-04-25,"DC",3699,13603,NA,402,NA,120,NA,69,NA,652,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",165,"2020-04-24T00:00:00Z","3fc573dec60690db717e7e4e22babcb921825903","District of Columbia",142
"3706",2020-04-25,"DE",3576,14122,NA,300,NA,NA,NA,NA,NA,809,"4/24/2020 18:00","2020-04-24T18:00:00Z","04/24 14:00",155,"2020-04-24T18:00:00Z","40552322c161d694bc7fa5bd1db9c8299ba27084","Delaware",458
"3707",2020-04-25,"FL",30839,302260,1292,NA,5045,NA,NA,NA,NA,NA,"4/25/2020 09:36","2020-04-25T09:36:00Z","04/25 05:36",1075,"2020-04-25T09:36:00Z","5809cfa0e0812086f54f823e8f006ba153c105cb","Florida",689
"3708",2020-04-25,"GA",22695,96319,NA,NA,4326,NA,NA,NA,NA,NA,"4/25/2020 11:28","2020-04-25T11:28:00Z","04/25 07:28",904,"2020-04-25T11:28:00Z","c8791d82fb9be57afb739034afb013ffbcb65540","Georgia",706
"3709",2020-04-25,"GU",141,1308,NA,2,NA,NA,NA,NA,NA,128,"4/25/2020 07:30","2020-04-25T07:30:00Z","04/25 03:30",5,"2020-04-25T07:30:00Z","630d28cfae54c922e13fd44e4943c797aa0f2f46","Guam",0
"3710",2020-04-25,"HI",601,27439,NA,NA,67,NA,NA,NA,NA,463,"4/24/2020 18:00","2020-04-24T18:00:00Z","04/24 14:00",13,"2020-04-24T18:00:00Z","e6c5b3486274394909ee3a1c367eda9ae98cfdb2","Hawaii",2
"3711",2020-04-25,"IA",5092,29258,NA,293,NA,108,NA,60,NA,1723,"4/24/2020 12:00","2020-04-24T12:00:00Z","04/24 08:00",112,"2020-04-24T12:00:00Z","3f3c7c8fa13ca1fb42b8c9f5394334f228149d09","Iowa",384
"3712",2020-04-25,"ID",1870,17611,NA,NA,168,NA,71,NA,NA,867,"4/24/2020 19:00","2020-04-24T19:00:00Z","04/24 15:00",54,"2020-04-24T19:00:00Z","eefd704942dd7ac70bc44bf4e0423ee72558fddc","Idaho",17
"3713",2020-04-25,"IL",41777,159840,NA,4699,NA,1244,NA,763,NA,NA,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",1874,"2020-04-25T00:00:00Z","82c5fa4bcc171ed8d229ada2a670d87f0c2b3bc9","Illinois",2126
"3714",2020-04-25,"IN",14395,65379,NA,1515,NA,598,NA,324,NA,NA,"4/24/2020 23:59","2020-04-24T23:59:00Z","04/24 19:59",785,"2020-04-24T23:59:00Z","42de1326d45648f8b35c8a99c04f7ca3ffb8e4fe","Indiana",617
"3715",2020-04-25,"KS",3056,22143,NA,NA,474,NA,NA,NA,NA,NA,"4/25/2020 11:00","2020-04-25T11:00:00Z","04/25 07:00",117,"2020-04-25T11:00:00Z","685f2dcbcab1f38479aac77c7fa323af086bad54","Kansas",118
"3716",2020-04-25,"KY",3779,41183,NA,303,1143,164,575,NA,NA,1341,"4/24/2020 17:00","2020-04-24T17:00:00Z","04/24 13:00",200,"2020-04-24T17:00:00Z","a938f2c08b16e6b3ca16cd9dad6273ec5a670428","Kentucky",126
"3717",2020-04-25,"LA",26512,112490,NA,1700,NA,NA,NA,268,NA,14927,"4/25/2020 13:00","2020-04-25T13:00:00Z","04/25 09:00",1644,"2020-04-25T13:00:00Z","5964545d2ed083319d1d89170b28ce4ffd51cbf6","Louisiana",261
"3718",2020-04-25,"MA",53348,173497,NA,3879,4965,1058,NA,NA,NA,NA,"4/25/2020 16:00","2020-04-25T16:00:00Z","04/25 12:00",2877,"2020-04-25T16:00:00Z","55c43b08643a08f2d6c37b92defe317a3f4ac854","Massachusetts",1590
"3719",2020-04-25,"MD",17766,71357,NA,1408,3760,538,NA,NA,NA,1165,"4/25/2020 10:00","2020-04-25T10:00:00Z","04/25 06:00",948,"2020-04-25T10:00:00Z","38135eb95712c9e39efbe09ae0e3563bbd90bca8","Maryland",815
"3720",2020-04-25,"ME",990,16784,NA,39,156,17,NA,7,NA,519,"4/25/2020 12:00","2020-04-25T12:00:00Z","04/25 08:00",50,"2020-04-25T12:00:00Z","a9afdd07e48c97f2ff58c8060299b1fbb1d1cc58","Maine",25
"3721",2020-04-25,"MI",43263,128955,NA,2889,NA,1164,NA,934,NA,8342,"4/25/2020 11:00","2020-04-25T11:00:00Z","04/25 07:00",3929,"2020-04-25T11:00:00Z","546ab317aa4f796de28c08e999e430667936d738","Michigan",526
"3722",2020-04-25,"MN",5127,56982,NA,288,797,109,291,NA,NA,1410,"4/24/2020 17:00","2020-04-24T17:00:00Z","04/24 13:00",244,"2020-04-24T17:00:00Z","3937e8b35e0d866ac67113946d966d4444e46ee5","Minnesota",385
"3723",2020-04-25,"MO",6826,60392,NA,850,NA,NA,NA,142,NA,NA,"4/25/2020 15:00","2020-04-25T15:00:00Z","04/25 11:00",273,"2020-04-25T15:00:00Z","77000bb8cd28db86d06e6de94bfe4dfe972020f1","Missouri",171
"3724",2020-04-25,"MP",14,51,NA,NA,NA,NA,NA,NA,NA,11,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",2,"2020-04-25T00:00:00Z","1eab1e4a2571ae21d5c61319946773c238fab99c","Northern Mariana Islands",0
"3725",2020-04-25,"MS",5718,53239,NA,649,996,152,NA,78,NA,NA,"4/24/2020 19:00","2020-04-24T19:00:00Z","04/24 15:00",221,"2020-04-24T19:00:00Z","a6b818bebbae30b5abed902f3132e745813bbcb7","Mississippi",193
"3726",2020-04-25,"MT",445,12052,NA,11,61,NA,NA,NA,NA,339,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",14,"2020-04-25T00:00:00Z","c3424ebb366fcba9757084a89ab6f44bd4fc6d91","Montana",3
"3727",2020-04-25,"NC",8623,96642,NA,456,NA,NA,NA,NA,NA,NA,"4/25/2020 11:00","2020-04-25T11:00:00Z","04/25 07:00",289,"2020-04-25T11:00:00Z","930c28dd2fdadd032a0ee640f2065e5d82c2d9d5","North Carolina",207
"3728",2020-04-25,"ND",803,18547,NA,17,70,NA,NA,NA,NA,310,"4/25/2020 13:00","2020-04-25T13:00:00Z","04/25 09:00",16,"2020-04-25T13:00:00Z","d6e8cbf0a853955f2c651b05811cc5508d7dd977","North Dakota",64
"3729",2020-04-25,"NE",2421,17552,NA,NA,NA,NA,NA,NA,NA,NA,"4/24/2020 19:45","2020-04-24T19:45:00Z","04/24 15:45",50,"2020-04-24T19:45:00Z","af8fb85033eae158dcfb8d3d4a96c71eb6021615","Nebraska",311
"3730",2020-04-25,"NH",1720,16007,398,89,224,NA,NA,NA,NA,578,"4/24/2020 09:00","2020-04-24T09:00:00Z","04/24 05:00",53,"2020-04-24T09:00:00Z","23af4021894bb79fdfe5882f8c16b63df988d5df","New Hampshire",67
"3731",2020-04-25,"NJ",105523,108163,NA,6722,NA,1971,NA,1442,NA,NA,"4/25/2020 13:00","2020-04-25T13:00:00Z","04/25 09:00",5863,"2020-04-25T13:00:00Z","e42265b57d6b736223135003bd73af038abc81a5","New Jersey",3515
"3732",2020-04-25,"NM",2521,48989,NA,152,412,NA,NA,NA,NA,614,"4/25/2020 13:59","2020-04-25T13:59:00Z","04/25 09:59",84,"2020-04-25T13:59:00Z","6f7720ad29aebefa61b5837f829b9f4e20fd6230","New Mexico",139
"3733",2020-04-25,"NV",4539,32669,NA,NA,NA,NA,NA,NA,NA,NA,"4/25/2020 10:00","2020-04-25T10:00:00Z","04/25 06:00",229,"2020-04-25T10:00:00Z","ad76c59ab53f196b7ba9b5d083d73960ff7af7d5","Nevada",63
"3734",2020-04-25,"NY",282143,495425,NA,13524,72444,5016,NA,NA,NA,47935,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",16599,"2020-04-25T00:00:00Z","e226bcb42d2fd99a6f62524ecf7115a524705fbc","New York",5902
"3735",2020-04-25,"OH",15587,96396,NA,NA,3115,NA,938,NA,NA,NA,"4/25/2020 14:00","2020-04-25T14:00:00Z","04/25 10:00",711,"2020-04-25T14:00:00Z","f5a99e4627784b7465684c654d321364ec7cce01","Ohio",376
"3736",2020-04-25,"OK",3193,49891,NA,306,637,150,NA,NA,NA,2080,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",194,"2020-04-25T00:00:00Z","9328760ae3e751e97ac09c363fffb4c6c303f140","Oklahoma",60
"3737",2020-04-25,"OR",2253,45124,NA,261,536,60,NA,29,NA,NA,"4/25/2020 11:00","2020-04-25T11:00:00Z","04/25 07:00",87,"2020-04-25T11:00:00Z","20869c26f1d8361f7c0f1a0dae85a9143c82e9ac","Oregon",58
"3738",2020-04-25,"PA",40049,152886,NA,2748,NA,NA,NA,640,NA,NA,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",1537,"2020-04-25T00:00:00Z","fa7197fb0922852bda157d424a5bf0891afe597e","Pennsylvania",1116
"3739",2020-04-25,"PR",1307,9313,1940,NA,NA,NA,NA,NA,NA,NA,"4/25/2020 06:30","2020-04-25T06:30:00Z","04/25 02:30",83,"2020-04-25T06:30:00Z","10a594c5486c409f8f4927a407ccffca054411ca","Puerto Rico",64
"3740",2020-04-25,"RI",7129,43762,NA,263,576,77,NA,52,NA,410,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",215,"2020-04-25T00:00:00Z","01483b59bf070287921e32eccdfa8b7ae2198c8d","Rhode Island",310
"3741",2020-04-25,"SC",5253,43761,NA,NA,944,NA,NA,NA,NA,3701,"4/25/2020 15:39","2020-04-25T15:39:00Z","04/25 11:39",166,"2020-04-25T15:39:00Z","caad5fb781e7061483abb1aba9d9d12a8c07ec1c","South Carolina",237
"3742",2020-04-25,"SD",2147,13449,NA,61,128,NA,NA,NA,NA,1223,"4/24/2020 18:00","2020-04-24T18:00:00Z","04/24 14:00",10,"2020-04-24T18:00:00Z","cce3e41bcf56ce15868f2e3d683d217c6841f272","South Dakota",65
"3743",2020-04-25,"TN",9189,132217,NA,NA,821,NA,NA,NA,NA,4467,"4/25/2020 15:00","2020-04-25T15:00:00Z","04/25 11:00",178,"2020-04-25T15:00:00Z","abe2917303f5dca6f159130913014cd3b469eab1","Tennessee",478
"3744",2020-04-25,"TX",23773,239043,NA,1597,NA,NA,NA,NA,NA,9986,"4/25/2020 13:00","2020-04-25T13:00:00Z","04/25 09:00",623,"2020-04-25T13:00:00Z","9a14d4e82f91859e0ba9f9897dcb7c46d9162676","Texas",858
"3745",2020-04-25,"UT",3948,86258,NA,NA,329,NA,NA,NA,NA,1399,"4/25/2020 15:00","2020-04-25T15:00:00Z","04/25 11:00",41,"2020-04-25T15:00:00Z","c9aceb269e8e879f80049f93b147658688efb727","Utah",175
"3746",2020-04-25,"VA",12366,60276,1405,1405,1942,357,NA,223,NA,1717,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",436,"2020-04-25T00:00:00Z","df38e4ff305aa3aaa4679f1b08fa4785ea3a2d75","Virginia",604
"3747",2020-04-25,"VI",55,693,22,NA,NA,NA,NA,NA,NA,51,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",3,"2020-04-25T00:00:00Z","b63d7339306dd472f7960c6c2dad1c4b0b552a37","U.S. Virgin Islands",2
"3748",2020-04-25,"VT",852,13270,NA,37,NA,NA,NA,NA,NA,NA,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",46,"2020-04-25T00:00:00Z","12d8309c8cadca88c1e412dbf9d0735cf54796a9","Vermont",3
"3749",2020-04-25,"WA",15110,168153,NA,455,NA,174,NA,NA,NA,NA,"4/25/2020 00:00","2020-04-25T00:00:00Z","04/24 20:00",665,"2020-04-25T00:00:00Z","1ebf6584bdff4b3dcd854e06fbebfe9c8aaf0464","Washington",182
"3750",2020-04-25,"WI",6715,57138,241,337,1376,136,353,NA,NA,NA,"4/25/2020 16:00","2020-04-25T16:00:00Z","04/25 12:00",266,"2020-04-25T16:00:00Z","844ee1b83e76e6e1b6e7774e1b135f6504100a79","Wisconsin",248
"3751",2020-04-25,"WV",1020,31946,NA,97,NA,36,NA,19,NA,439,"4/25/2020 10:00","2020-04-25T10:00:00Z","04/25 06:00",32,"2020-04-25T10:00:00Z","22b7d34e7b842154379b329de38b8ae757216fb5","West Virginia",24
"3752",2020-04-25,"WY",349,7797,NA,16,54,NA,NA,NA,NA,321,"4/24/2020 16:02","2020-04-24T16:02:00Z","04/24 12:02",7,"2020-04-24T16:02:00Z","66763d6bfa8ea2b4af3e51461e71623b247c6837","Wyoming",13
"3753",2020-04-24,"AK",339,11942,NA,36,NA,NA,NA,NA,NA,208,"4/24/2020 15:00","2020-04-24T15:00:00Z","04/24 11:00",9,"2020-04-24T15:00:00Z","87458e76a179134b5b2066ee665363fd3bf45cec","Alaska",0
"3754",2020-04-24,"AL",5832,46863,NA,NA,768,NA,288,NA,170,NA,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",197,"2020-04-24T00:00:00Z","a978fc97fe97971ed6102accc0682cb65a19bc61","Alabama",305
"3755",2020-04-24,"AR",2741,32837,NA,101,291,NA,NA,24,57,929,"4/24/2020 10:47","2020-04-24T10:47:00Z","04/24 06:47",45,"2020-04-24T10:47:00Z","efa65dc05888e4c04ff9322f2470b2962351da93","Arkansas",88
"3756",2020-04-24,"AS",0,3,17,NA,NA,NA,NA,NA,NA,NA,"4/19/2020 00:00","2020-04-19T00:00:00Z","04/18 20:00",NA,"2020-04-19T00:00:00Z","3da1e23d635e204f16157cb5ed4b0315cb8973ce","American Samoa",0
"3757",2020-04-24,"AZ",6045,54669,NA,639,1626,332,NA,186,NA,1313,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",266,"2020-04-24T00:00:00Z","7fbf2d366153cc062439e74ce3c6f1bf9f293911","Arizona",235
"3758",2020-04-24,"CA",39254,454919,NA,4880,NA,1521,NA,NA,NA,NA,"4/23/2020 00:00","2020-04-23T00:00:00Z","04/22 20:00",1562,"2020-04-23T00:00:00Z","de0af2c9fc3ecad332e831e0530d4168b4c52ccc","California",1883
"3759",2020-04-24,"CO",11262,41062,NA,1084,2237,NA,NA,NA,NA,NA,"4/22/2020 00:00","2020-04-22T00:00:00Z","04/21 20:00",552,"2020-04-22T00:00:00Z","b98e551bc2f7f60fdacfdc83546490bf6048dc46","Colorado",994
"3760",2020-04-24,"CT",23921,50117,NA,1877,NA,NA,NA,NA,NA,NA,"4/24/2020 16:00","2020-04-24T16:00:00Z","04/24 12:00",1764,"2020-04-24T16:00:00Z","bfdc4531713f1b5e8632f66cdacc9848776060ed","Connecticut",661
"3761",2020-04-24,"DC",3528,13005,NA,402,NA,120,NA,69,NA,651,"4/23/2020 00:00","2020-04-23T00:00:00Z","04/22 20:00",153,"2020-04-23T00:00:00Z","34e4be14a02263a390ba3f8ca618577d7d13348f","District of Columbia",171
"3762",2020-04-24,"DE",3442,13937,NA,277,NA,NA,NA,NA,NA,703,"4/23/2020 18:00","2020-04-23T18:00:00Z","04/23 14:00",147,"2020-04-23T18:00:00Z","7f627be49aac6a1d9dd9fb85b83db27cf99e73b5","Delaware",134
"3763",2020-04-24,"FL",30174,286785,1287,NA,4888,NA,NA,NA,NA,NA,"4/24/2020 16:39","2020-04-24T16:39:00Z","04/24 12:39",1031,"2020-04-24T16:39:00Z","b5c9c1250ed6e5bf93874d012c3a7d9e41af0fd0","Florida",665
"3764",2020-04-24,"GA",22147,85029,NA,NA,4221,NA,NA,NA,NA,NA,"4/24/2020 18:28","2020-04-24T18:28:00Z","04/24 14:28",892,"2020-04-24T18:28:00Z","55f534a63a8dc3ac878dc187a8ad0ff6dc08c004","Georgia",548
"3765",2020-04-24,"GU",141,1233,NA,2,NA,NA,NA,NA,NA,126,"4/24/2020 07:40","2020-04-24T07:40:00Z","04/24 03:40",5,"2020-04-24T07:40:00Z","1accf04c75ced16f2b5c8e27f3bae6763e30d8d8","Guam",0
"3766",2020-04-24,"HI",596,26291,NA,NA,63,NA,NA,NA,NA,455,"4/24/2020 18:00","2020-04-24T18:00:00Z","04/24 14:00",12,"2020-04-24T18:00:00Z","36b8912cfd8d4e791d19fffb87aae4764f7a707e","Hawaii",5
"3767",2020-04-24,"IA",4445,27528,NA,278,NA,104,NA,60,NA,1604,"4/23/2020 12:00","2020-04-23T12:00:00Z","04/23 08:00",107,"2020-04-23T12:00:00Z","439bc13b9742904837ddc5b6643d7910ab4c31d1","Iowa",647
"3768",2020-04-24,"ID",1836,17611,NA,NA,166,NA,63,NA,NA,822,"4/24/2020 19:00","2020-04-24T19:00:00Z","04/24 15:00",54,"2020-04-24T19:00:00Z","228725f42a7a3ef4743b3e2bfb3831f0dc2330a3","Idaho",34
"3769",2020-04-24,"IL",39658,149974,NA,4828,NA,1225,NA,709,NA,NA,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",1795,"2020-04-24T00:00:00Z","c273ad975f6fb54141d2c7441846e9b34ff10e8f","Illinois",2119
"3770",2020-04-24,"IN",13680,61873,NA,NA,NA,621,NA,325,NA,NA,"4/23/2020 23:59","2020-04-23T23:59:00Z","04/23 19:59",741,"2020-04-23T23:59:00Z","fdd3f3cdab9ff55c657312ac822590a958cfcc12","Indiana",715
"3771",2020-04-24,"KS",2777,20811,NA,NA,457,NA,NA,NA,NA,NA,"4/24/2020 10:00","2020-04-24T10:00:00Z","04/24 06:00",111,"2020-04-24T10:00:00Z","0a109852c221fb13dfd89ec43bde721168a7493e","Kansas",279
"3772",2020-04-24,"KY",3481,39363,NA,302,1115,163,570,NA,NA,1335,"4/24/2020 17:00","2020-04-24T17:00:00Z","04/24 13:00",191,"2020-04-24T17:00:00Z","5aa9be248f1fe44ead812bd46ecc65e719939d00","Kentucky",298
"3773",2020-04-24,"LA",26140,111972,NA,1697,NA,NA,NA,286,NA,14927,"4/24/2020 13:00","2020-04-24T13:00:00Z","04/24 09:00",1601,"2020-04-24T13:00:00Z","37c978698dbedfafb47f2e926c588d386192fbb0","Louisiana",372
"3774",2020-04-24,"MA",50969,164244,NA,3847,4752,1034,NA,NA,NA,NA,"4/24/2020 12:00","2020-04-24T12:00:00Z","04/24 08:00",2877,"2020-04-24T12:00:00Z","44c62f77fcc8e2ef675af7530ec0e99bf2ca9882","Massachusetts",2379
"3775",2020-04-24,"MD",16616,68100,NA,1425,3618,547,NA,NA,NA,1108,"4/24/2020 10:00","2020-04-24T10:00:00Z","04/24 06:00",899,"2020-04-24T10:00:00Z","074a3f7ab2fe670268218adba5a5ed8cb13dee8d","Maryland",1150
"3776",2020-04-24,"ME",965,16784,NA,39,152,17,NA,7,NA,499,"4/24/2020 12:00","2020-04-24T12:00:00Z","04/24 08:00",47,"2020-04-24T12:00:00Z","cb07689ffb642e1a670388ebf56a5b0290d360fb","Maine",25
"3777",2020-04-24,"MI",42730,123054,NA,3022,NA,1176,NA,965,NA,3237,"4/24/2020 11:00","2020-04-24T11:00:00Z","04/24 07:00",3818,"2020-04-24T11:00:00Z","e3b4b9941af2875834f860126481f58342ea5da5","Michigan",533
"3778",2020-04-24,"MN",4788,54706,NA,278,756,111,281,NA,NA,1373,"4/23/2020 17:00","2020-04-23T17:00:00Z","04/23 13:00",221,"2020-04-23T17:00:00Z","c878646c0f6953cbfe4ae88ede5350f31f59347e","Minnesota",339
"3779",2020-04-24,"MO",6625,58582,NA,877,NA,NA,NA,NA,NA,NA,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",262,"2020-04-24T00:00:00Z","62a022da7c3b549afb3bc634e310eec8c5de8e21","Missouri",201
"3780",2020-04-24,"MP",14,51,NA,NA,NA,NA,NA,NA,NA,11,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",2,"2020-04-24T00:00:00Z","1bc45c1de80a4a794fdebc3945e3cdd374011881","Northern Mariana Islands",0
"3781",2020-04-24,"MS",5434,50236,NA,586,970,148,NA,74,NA,NA,"4/23/2020 19:00","2020-04-23T19:00:00Z","04/23 15:00",209,"2020-04-23T19:00:00Z","8f7c0ab91516dceddfdb14b37ca81214c93c13ef","Mississippi",284
"3782",2020-04-24,"MT",444,11683,NA,12,59,NA,NA,NA,NA,325,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",14,"2020-04-24T00:00:00Z","b91b773484e1e849d556ae5a6a11579ac43ac46e","Montana",1
"3783",2020-04-24,"NC",8052,92532,NA,477,NA,NA,NA,NA,NA,NA,"4/24/2020 11:00","2020-04-24T11:00:00Z","04/24 07:00",269,"2020-04-24T11:00:00Z","6ec0979a86259ff7b4fa68f9d854de2fc0900ffa","North Carolina",571
"3784",2020-04-24,"ND",748,16701,NA,17,67,NA,NA,NA,NA,285,"4/24/2020 13:00","2020-04-24T13:00:00Z","04/24 09:00",15,"2020-04-24T13:00:00Z","ccca848c8a7dccf76e38b2b4ef694fb9429206dd","North Dakota",55
"3785",2020-04-24,"NE",2124,16488,NA,NA,NA,NA,NA,NA,NA,NA,"4/24/2020 19:45","2020-04-24T19:45:00Z","04/24 15:45",47,"2020-04-24T19:45:00Z","d261644eda3d28c149682a2ec4833de22e0e6192","Nebraska",297
"3786",2020-04-24,"NH",1670,15139,424,92,218,NA,NA,NA,NA,551,"4/23/2020 09:00","2020-04-23T09:00:00Z","04/23 05:00",51,"2020-04-23T09:00:00Z","7c6b9280da9af40a42cdd4944e505143a12be531","New Hampshire",50
"3787",2020-04-24,"NJ",102196,103766,NA,6847,NA,1933,NA,1487,NA,NA,"4/24/2020 13:00","2020-04-24T13:00:00Z","04/24 09:00",5617,"2020-04-24T13:00:00Z","e677343e3bdd62ddfa821bb9137ecba110e524a4","New Jersey",3327
"3788",2020-04-24,"NM",2379,44184,NA,123,367,NA,NA,NA,NA,573,"4/24/2020 20:17","2020-04-24T20:17:00Z","04/24 16:17",78,"2020-04-24T20:17:00Z","0c00303a33021f4d16233cccc3ffb7186c7d9463","New Mexico",142
"3789",2020-04-24,"NV",4398,31794,NA,NA,NA,NA,NA,NA,NA,NA,"4/24/2020 10:00","2020-04-24T10:00:00Z","04/24 06:00",216,"2020-04-24T10:00:00Z","2629852e038f5d39e952c3f804ac64699356823e","Nevada",141
"3790",2020-04-24,"NY",271590,459066,NA,14258,71373,5016,NA,NA,NA,46156,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",16162,"2020-04-24T00:00:00Z","d5785b12aadbe05fa47b06518c1a7b5b0b94012f","New York",10553
"3791",2020-04-24,"OH",15169,92528,NA,NA,3053,NA,920,NA,NA,NA,"4/24/2020 14:00","2020-04-24T14:00:00Z","04/24 10:00",690,"2020-04-24T14:00:00Z","4e6f8e53a7cd16bdb872997519e0fef327506f10","Ohio",418
"3792",2020-04-24,"OK",3121,43019,NA,310,637,155,NA,NA,NA,1961,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",188,"2020-04-24T00:00:00Z","752cd76ccb8a8d5d197d6d9a657da0e1bfd5a1d8","Oklahoma",72
"3793",2020-04-24,"OR",2177,43315,NA,258,520,56,NA,29,NA,NA,"4/24/2020 11:00","2020-04-24T11:00:00Z","04/24 07:00",86,"2020-04-24T11:00:00Z","2da78107e157c8ef6b845fe4ab4386677b184907","Oregon",76
"3794",2020-04-24,"PA",38652,147491,NA,2746,NA,NA,NA,679,NA,NA,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",1492,"2020-04-24T00:00:00Z","2ab069f2542f3b226a2ff71b55d01f91e61f400d","Pennsylvania",1397
"3795",2020-04-24,"PR",1276,9313,1940,NA,NA,NA,NA,NA,NA,NA,"4/24/2020 06:30","2020-04-24T06:30:00Z","04/24 02:30",77,"2020-04-24T06:30:00Z","5744c683175f54c2026ba1b4b3c3946f069a07a9","Puerto Rico",31
"3796",2020-04-24,"RI",6699,40558,NA,267,576,77,NA,48,NA,377,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",202,"2020-04-24T00:00:00Z","b8737f7a4e15788626e3ebfc447509c24d2d7825","Rhode Island",430
"3797",2020-04-24,"SC",4917,39546,NA,NA,837,NA,NA,NA,NA,3317,"4/24/2020 17:24","2020-04-24T17:24:00Z","04/24 13:24",150,"2020-04-24T17:24:00Z","390401ecbb2238b7aedd95d1023f0dbb4c771d1c","South Carolina",336
"3798",2020-04-24,"SD",2040,12784,NA,61,124,NA,NA,NA,NA,1190,"4/23/2020 18:00","2020-04-23T18:00:00Z","04/23 14:00",10,"2020-04-23T18:00:00Z","fcba5d89eb2d2e5d66b39936e442303dd6dd2dfc","South Dakota",107
"3799",2020-04-24,"TN",8726,122602,NA,NA,808,NA,NA,NA,NA,4370,"4/23/2020 15:00","2020-04-23T15:00:00Z","04/23 11:00",168,"2020-04-23T15:00:00Z","9cec4674e948f4d3cc77de8349f8595bcb2ba393","Tennessee",463
"3800",2020-04-24,"TX",22806,219741,NA,1674,NA,NA,NA,NA,NA,9156,"4/24/2020 12:30","2020-04-24T12:30:00Z","04/24 08:30",593,"2020-04-24T12:30:00Z","d54acb9b6eb6485211bddac3261dec899863dbe6","Texas",967
"3801",2020-04-24,"UT",3782,80915,NA,NA,315,NA,NA,NA,NA,1252,"4/24/2020 15:00","2020-04-24T15:00:00Z","04/24 11:00",39,"2020-04-24T15:00:00Z","a9b2399fcc02e8eda98c8b3894c64be429a374b6","Utah",166
"3802",2020-04-24,"VA",11594,57846,487,1399,1837,379,NA,220,NA,1672,"4/24/2020 00:00","2020-04-24T00:00:00Z","04/23 20:00",410,"2020-04-24T00:00:00Z","83c31325a709d0b8069f879cee19e9d2c0ffe5d0","Virginia",772
"3803",2020-04-24,"VI",54,642,35,NA,NA,NA,NA,NA,NA,50,"4/23/2020 00:00","2020-04-23T00:00:00Z","04/22 20:00",3,"2020-04-23T00:00:00Z","585521a3416488a16728ff94c5ab73a94b5cad2b","U.S. Virgin Islands",1
